# size thread(s) cpu-cycles node-loads node-load-misses node-stores node-store-misses node-prefetches node-prefetch-misses offcore_response.all_demand_mlc_pref_reads.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.local_dram offcore_response.demand_data_rd.llc_miss.local_dram offcore_response.pf_l2_data_rd.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_dram offcore_response.pf_l2_data_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_hit_forward offcore_response.demand_data_rd.llc_miss.remote_hitm mem_load_uops_llc_miss_retired.local_dram mem_load_uops_llc_miss_retired.remote_dram
32768 52 4173945527208 1302370528 717786026 1085579451 443609463 3831391690 272309112 3921336298 308659 295087442 3516674910 1151363 36379841 61546853 129748750 769388023 214690 7255575
32768 56 4740762985737 1472596505 820463779 1166365504 479362640 4110722108 302184328 4203519253 364458 313989329 3763919223 1332528 44074294 87869534 143296319 887337101 167895 7143926
32768 60 5359296858572 1663244742 932134984 1254794361 521510647 4410769143 320228444 4515508835 402055 334513237 4040939475 1527439 48278194 83138048 156592741 1014694643 115669 6728300
32768 64 5992896672430 1831214552 1028362874 1320959766 553528204 4709540151 329873926 4836605108 466805 358243453 4327468398 2103246 51769370 68537724 165809224 1133576312 74931 6399975
65536 1 46899635981 6773315 325340 14680129 236227 69420326 61208 76097144 11944 5846755 69475547 36172 249460 9311 11295 18438 32 44312
65536 4 204128774473 45079523 19473636 69318036 25708711 301584358 25341316 302158431 18549 22729533 271779331 54610 4001388 4704392 6863556 9699384 3131 966964
65536 8 421510093028 95379984 42521320 148786723 64096728 592977775 39875536 603989189 35530 44727145 547829977 92509 5064524 3943999 15309505 27180947 11904 1488814
65536 12 647762252287 148801764 65871281 232300785 92716622 865614738 37530890 904479282 57729 66556023 823900164 147642 5705407 4726486 20025024 52817694 29303 1896910
65536 16 884259196081 218179785 102569000 317771129 126235407 1157434258 55389873 1202195359 74118 87584822 1095287760 206899 7773934 9847346 29840454 86951440 58104 2615894
65536 20 1131430665332 295571769 143189958 400434764 161073409 1460263888 82588351 1504396107 100561 110032119 1369362683 310859 9298555 12315184 39001000 129399300 102553 3546338
65536 24 1392107654769 385687181 193822972 483875514 194678172 1755749203 101000612 1807748633 111876 131979761 1638469360 420237 11031293 14646942 49624824 180934929 152513 4502768
65536 28 1664338845124 491099521 252560417 570650143 234065961 2058514250 127792744 2112166376 140590 155054922 1912051894 468666 13182759 17327902 61396141 245279065 235709 5628758
65536 32 1955473477477 602626649 318250661 655259426 275388916 2366995226 160927664 2418518313 165012 179785972 2181348869 592965 14669379 20088287 74873762 313017914 313623 6757799
65536 36 2372127567996 728010097 392095575 750621300 314848677 2676046480 209729937 2707973609 204666 200777338 2436942774 668235 19144891 41140519 91214914 392717603 265783 6492537
65536 40 2785361484412 852346021 461326111 829368014 343182062 2959156966 226975179 3000794674 216678 223616731 2700055766 794033 21124694 49161739 99849063 473609978 237246 6490607
65536 44 3215580457680 989041436 536999334 915163713 378197872 3243127649 239663330 3302274383 256522 244970980 2968063711 883930 23277278 55674764 110132647 569689012 235132 5996798
65536 48 3659640605816 1121659392 613460312 979054149 406686598 3545187470 282412736 3587506677 279670 265177681 3221960247 1026472 27061847 75298462 120043019 660170215 235978 5924224
65536 52 4177812368611 1268526907 694500887 1053340137 430867202 3815475352 278305987 3890659805 305057 285091464 3494893869 1132882 28881761 78412315 128201447 763354911 204310 5660828
65536 56 4749868122100 1439362176 794609198 1136043520 470142911 4108406686 289117273 4203988278 339583 307001704 3775432211 1263662 32386474 71906083 141329543 879881595 169200 5271879
65536 60 5350280338088 1613336646 895443172 1207717654 508272348 4405451515 305453176 4510330541 384943 324387010 4050742513 1511151 36316552 72370384 151619487 1004441188 120098 5041290
65536 64 5990484373190 1772712452 989524712 1275554446 533854677 4690537284 302043529 4828582518 475332 345286349 4336087103 2083220 39455796 59950820 159311754 1120687173 76327 4699203
131072 1 46947145191 7472337 407324 15239580 377887 69428916 56438 75456423 16964 5821251 69347587 32765 197304 8119 25799 25145 8 12572
131072 4 204766266249 45199537 19467864 70709044 25705916 304221434 25604882 304648750 20876 23411267 273469370 42567 3545017 4016861 7146769 9843543 3005 824781
131072 8 423755661845 97867688 45276106 152309825 67777547 603230149 51370483 602764498 37825 44644525 545870042 102086 5534983 7867821 16385496 27931253 12861 1467433
131072 12 651966391130 153654103 70054458 238277842 94087887 868199139 39485551 904625453 48835 66128534 824451294 154150 7633335 6878733 21171723 55017428 31086 1963347
131072 16 899366773557 232079687 113699301 333732655 129487942 1155684936 61516899 1194625381 69672 86808141 1086484292 226792 11649645 16609194 30371887 93426796 54908 3403878
131072 20 1137811006256 304092823 149880936 405110617 162818928 1455763820 76783721 1506036939 97851 109560031 1369577299 325244 10534256 13384550 40614420 135394765 104260 3190070
131072 24 1406922330916 397380279 201938328 495575387 201316587 1763396927 112652446 1804891967 115533 131780476 1635723030 366104 13795499 17758144 51175427 188950302 157382 4570617
