# size thread(s) cpu-cycles node-loads node-load-misses node-stores node-store-misses node-prefetches node-prefetch-misses offcore_response.all_demand_mlc_pref_reads.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.local_dram offcore_response.demand_data_rd.llc_miss.local_dram offcore_response.pf_l2_data_rd.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_dram offcore_response.pf_l2_data_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_hit_forward offcore_response.demand_data_rd.llc_miss.remote_hitm mem_load_uops_llc_miss_retired.local_dram mem_load_uops_llc_miss_retired.remote_dram
1048576 60 10310737756 968145 1025602 2709328 1654374 1233260 588996 1226485 774 275996 2490083 3478 8986 31013 8304 13898 15 729
1048576 64 11276708558 982909 858844 2384632 1523148 1566440 668517 1164156 668 327277 2562740 4583 38767 74109 13537 40218 36 563
2097152 1 180404517 27240 21600 145422 2428 225 115 37 1 0 5 0 8 0 65 88 0 0
2097152 4 761413166 107430 117438 373332 176189 119022 1095 2571 0 94 1285 1 4 2 399 390 0 2
2097152 8 1602096404 246480 272734 765402 432792 364945 143760 32628 1 807 9544 13 10 7 616 616 1 7
2097152 12 2502265160 312508 398326 1125810 505386 149884 131012 199911 12 6524 51666 73 54 48 865 941 0 11
2097152 16 3448415806 374151 477254 1344646 612507 238575 131620 371949 68 39602 333727 140 188 162 899 1629 1 16
2097152 20 4441326635 395406 496340 1492598 746463 663247 129522 673591 723 114857 1535749 530 901 464 893 1350 5 25
2097152 24 5543350437 530687 550322 1604696 899550 1572984 198813 1583125 1032 184315 2778922 1049 1772 1050 1251 1805 57 145
2097152 28 6808107444 709850 633325 1882788 1108757 2566513 271777 2591646 1301 255910 3100163 1505 4625 1509 1889 2322 112 256
2097152 32 8460834988 773485 594244 1923057 1200930 3855985 361841 3840998 1120 354588 3660451 2586 12478 2464 10078 8307 168 415
2097152 36 10087643099 960032 675844 2105725 1335322 5030193 428521 5026627 1143 454672 4560555 2524 11477 3072 38735 36218 188 458
2097152 40 11913717264 1095735 576409 1990239 1281085 6475347 535132 6370576 1118 521396 5609076 5342 15377 26543 154472 341124 202 617
2097152 44 13633223711 1433469 685872 2172594 1366070 7735764 619225 7651197 711 589643 6770204 7026 16331 5957 209766 634435 180 477
2097152 48 15389083691 1617561 532440 1739623 1200158 9531492 868176 9005234 834 615832 7889914 7044 15584 4054 434555 1810307 179 679
