# size thread(s) cpu-cycles node-loads node-load-misses node-stores node-store-misses node-prefetches node-prefetch-misses offcore_response.all_demand_mlc_pref_reads.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.local_dram offcore_response.demand_data_rd.llc_miss.local_dram offcore_response.pf_l2_data_rd.llc_miss.local_dram offcore_response.demand_code_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_dram offcore_response.pf_l2_data_rd.llc_miss.remote_dram offcore_response.demand_data_rd.llc_miss.remote_hit_forward offcore_response.demand_data_rd.llc_miss.remote_hitm mem_load_uops_llc_miss_retired.local_dram mem_load_uops_llc_miss_retired.remote_dram
131072 12 532901832103 1360972 1221529 4671019 2147943 977290 774652 621562 2428 78092 7333 1877 12951 15374 357567 627643 58 9210
131072 16 710323176312 1621184 1448172 6125743 2690514 1165322 936557 829986 766 174999 43132 3446 30016 35475 411242 747138 43 11123
131072 20 887860933113 2069660 1807268 7775131 3360790 1245410 1031401 998587 266 192233 102705 6754 113460 25943 452557 939165 74 13406
131072 24 1065407256250 2105584 1870051 9588656 4007342 1411963 1097481 1195442 507 219449 105721 3513 321512 197322 446601 962811 97 14980
131072 28 1243689567838 2610958 2298881 11433225 5111150 1592309 1258257 1341205 986 251965 116603 4697 329171 297718 480194 1261741 139 25359
131072 32 1427123167752 2619554 2300829 13365174 5965546 1886516 1491733 1530963 697 255738 137616 6767 292440 273066 444028 1321065 164 61393
131072 36 1712547186217 3127402 2702476 15036070 6781236 2152377 1675272 1711700 1263 264701 149704 7084 280066 290367 564775 1381173 393 79143
131072 40 1999465490182 3597882 3039440 16656715 7573516 2374061 1865918 1871962 1328 273952 156488 8058 308394 284507 631961 1506659 547 89227
131072 44 2287224649333 3748637 3334643 18993767 8679622 2667313 2068971 2061287 1622 297296 198272 8223 376836 355655 683722 1617856 504 91294
131072 48 2579722269290 3776402 3412552 20828242 9584130 2984690 2325748 2272575 1654 290397 241010 10113 385651 360458 698303 1736029 678 82952
131072 52 2931671816767 4123119 3668771 22614872 10848160 3350479 2586857 2409739 2782 329026 247971 12979 354350 338524 749613 1813068 770 87069
131072 56 3289255719689 4121587 3686597 24494804 11615780 3690571 2778139 2605967 4399 336994 290074 13433 424553 451698 741926 1925278 904 76405
131072 60 3690007041211 4408340 3982133 26154673 12471535 3944261 3085270 2770192 4245 358341 299336 13947 410039 490873 748624 2020682 624 61820
131072 64 4115519514740 3936256 3400634 27662383 13770641 3680664 2951452 2332286 2915 444617 379177 18158 503125 443442 678015 1821076 453 40088
262144 1 44352370978 145856 130621 206330 50585 6055 3482 18271 52 3325 1032 308 108 106 8607 10006 0 17
262144 4 177552595157 706924 635991 700831 316600 109476 90428 52090 25 6969 874 326 2825 1368 118481 201576 42 3887
262144 8 355077140141 1038995 1058776 1836832 792650 217983 187106 217123 240 21524 2526 448 6505 1834 234660 294511 82 5151
262144 12 532581435235 1288707 1287796 2881148 1181777 420798 248669 339449 212 38660 4039 2107 4439 9105 288962 456835 101 7903
262144 16 709918460438 1440692 1432513 4027917 1447263 647732 462637 538042 503 50729 6901 659 8784 18762 342434 542884 145 11221
262144 20 887352088650 1723625 1753779 5270725 1861195 738316 561891 708294 1231 84892 7720 1439 13544 23167 378505 690802 141 10664
262144 24 1064991427108 1720502 1695383 6533904 2291350 891441 721442 906216 758 169785 51643 4388 78836 35141 372462 750906 145 14261
262144 28 1243302938858 2144442 2151410 7583402 2641128 914834 713081 1020868 708 199565 86898 4937 174731 26308 372241 1056643 94 15625
262144 32 1427226577013 2497499 2415446 8680670 3087217 1080998 826914 1173647 446 231141 122808 4297 323538 116642 344388 1213626 196 22350
262144 36 1710340723091 2736571 2611375 9878885 3692846 1224733 919491 1291645 570 232375 138680 5505 416263 228185 423668 1286533 217 20386
262144 40 1998981505094 2924308 2770217 11145124 4347470 1372711 1055328 1431908 914 244536 144239 6727 411165 343742 430103 1333321 200 27404
262144 44 2286465109708 2997574 2752892 12195757 4974920 1623851 1276029 1582784 1129 273834 166137 5570 395545 338676 461502 1470308 214 49952
262144 48 2576447765458 3309608 3053168 13606980 5744619 1864240 1432997 1672213 1136 287067 165807 8576 386508 328006 462574 1554621 222 56035
262144 52 2929483703710 3652087 3333141 14809974 6504900 1949876 1561668 1778169 2182 278435 178667 10674 419507 328476 516484 1627379 241 54340
262144 56 3287716761666 3925777 3661889 16569020 6960302 2192265 1658160 1880951 1611 296626 178891 10330 443241 402262 509349 1736126 269 55788
262144 60 3687549673620 4113083 3683298 17763060 7733737 2347564 1798440 1906003 1967 328557 225180 13365 443073 428495 497843 1692797 300 52914
262144 64 4115265496043 3987718 3579883 18320084 8460458 2442262 1732151 1561891 2047 328601 261880 16351 408464 367306 426379 1550093 157 42024
524288 1 44328806991 137783 125422 115233 40501 5544 3881 10651 2 1593 748 4 39 49 8764 10547 0 40
524288 4 177448715447 690695 591968 464094 221141 70747 64621 32061 41 3425 1431 382 790 766 100151 143889 9 2815
524288 8 355127703603 1186175 1165608 1351340 504286 146061 136590 169885 56 9795 3726 556 1661 2789 201558 233785 80 3797
524288 12 532413120986 1137616 1372385 2361958 780167 302880 191967 277319 90 20687 10175 2468 2235 1180 241378 358922 83 3535
524288 16 710094544914 1420871 1621910 3448688 1079168 498219 307420 384932 421 33029 14909 2523 7557 17511 301334 452426 69 6183
524288 20 887539589799 1431792 1748939 4821436 1519178 634334 387931 541077 1341 50222 22942 2995 9525 10204 339783 604881 70 5704
